(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [5, 0, 13, 15, 13, 1, 0, 0, 0, 74], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 95], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 144], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [5, 0, 15, 23, 14, 1, 1, 0, 0, 212], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [590, 0, 16, 23, 16, 1, 2, 1, 0, 486], 'reward': -1, 'action': 3, 'done': False})
(2, {'state': [440, 0, 18, 23, 16, 1, 2, 1, 0, 487], 'reward': -1, 'action': 2, 'done': False})
(1, {'state': [340, 0, 18, 23, 16, 1, 2, 1, 0, 488], 'reward': -1, 'action': 1, 'done': False})
(3, {'state': [250, 0, 18, 23, 16, 1, 2, 1, 0, 489], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [870, 0, 20, 31, 16, 1, 2, 2, 2, 735], 'reward': 10666, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [5, 0, 13, 15, 13, 1, 0, 0, 0, 74], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 96], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 145], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 212], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [600, 0, 16, 23, 16, 1, 2, 1, 0, 487], 'reward': -1, 'action': 3, 'done': False})
(2, {'state': [450, 0, 18, 23, 16, 1, 2, 1, 0, 488], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [350, 0, 18, 23, 16, 1, 2, 1, 0, 489], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [1005, 0, 20, 23, 16, 1, 2, 2, 2, 736], 'reward': 10660, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 13, 15, 13, 1, 0, 0, 0, 72], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 95], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 144], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 213], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [600, 0, 16, 23, 16, 1, 2, 1, 0, 489], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [500, 0, 18, 23, 16, 1, 2, 1, 0, 490], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [1165, 0, 20, 23, 16, 1, 2, 1, 2, 738], 'reward': 10647, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 13, 15, 13, 1, 0, 0, 0, 72], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 95], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 194], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 213], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 16, 23, 15, 1, 2, 1, 0, 279], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [395, 0, 16, 23, 16, 1, 2, 2, 0, 475], 'reward': -1, 'action': 3, 'done': False})
(1, {'state': [295, 0, 18, 23, 16, 1, 2, 2, 0, 476], 'reward': -1, 'action': 1, 'done': False})
(3, {'state': [195, 0, 18, 23, 16, 1, 2, 2, 0, 477], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [655, 0, 20, 31, 16, 1, 2, 2, 2, 657], 'reward': 11182, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 13, 15, 13, 1, 0, 0, 0, 72], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 95], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 194], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 15, 23, 14, 1, 2, 1, 0, 213], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 16, 23, 15, 1, 2, 1, 0, 281], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [380, 0, 16, 23, 16, 1, 2, 2, 0, 470], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [285, 0, 18, 23, 16, 1, 2, 2, 0, 471], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [820, 0, 20, 23, 16, 1, 2, 2, 2, 667], 'reward': 11115, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [5, 0, 13, 15, 13, 1, 0, 0, 0, 74], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 96], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 193], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 15, 23, 14, 1, 2, 1, 0, 212], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [550, 0, 16, 23, 16, 1, 2, 1, 0, 472], 'reward': -1, 'action': 3, 'done': False})
(2, {'state': [410, 0, 18, 23, 16, 1, 2, 1, 0, 473], 'reward': -1, 'action': 2, 'done': False})
(1, {'state': [315, 0, 18, 23, 16, 1, 2, 1, 0, 474], 'reward': -1, 'action': 1, 'done': False})
(3, {'state': [215, 0, 18, 23, 16, 1, 2, 1, 0, 475], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [865, 0, 20, 31, 16, 1, 2, 2, 2, 721], 'reward': 10758, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 13, 15, 13, 1, 0, 0, 0, 72], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 95], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 194], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 15, 23, 14, 1, 2, 1, 0, 213], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [545, 0, 16, 23, 16, 1, 2, 1, 0, 472], 'reward': -1, 'action': 3, 'done': False})
(2, {'state': [395, 0, 18, 23, 16, 1, 2, 1, 0, 473], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [295, 0, 18, 23, 16, 1, 2, 1, 0, 474], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [935, 0, 20, 23, 16, 1, 2, 2, 2, 721], 'reward': 10758, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [5, 0, 13, 15, 13, 1, 0, 0, 0, 74], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 96], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 190], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 15, 23, 14, 1, 2, 1, 0, 212], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [555, 0, 16, 23, 16, 1, 2, 1, 0, 466], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [455, 0, 18, 23, 16, 1, 2, 1, 0, 467], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [1120, 0, 20, 23, 16, 1, 2, 1, 2, 715], 'reward': 10797, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [5, 0, 13, 15, 13, 1, 0, 0, 0, 74], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 96], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 190], 'reward': -1, 'action': 2, 'done': False})
(2, {'state': [0, 0, 15, 23, 15, 1, 2, 1, 0, 255], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [10, 0, 15, 23, 15, 1, 2, 2, 0, 279], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [385, 0, 16, 23, 16, 1, 2, 2, 0, 472], 'reward': -1, 'action': 3, 'done': False})
(1, {'state': [285, 0, 18, 23, 16, 1, 2, 2, 0, 473], 'reward': -1, 'action': 1, 'done': False})
(3, {'state': [195, 0, 18, 23, 16, 1, 2, 2, 0, 474], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [610, 0, 20, 31, 16, 1, 2, 2, 2, 635], 'reward': 11329, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 13, 15, 13, 1, 0, 0, 0, 72], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 96], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 190], 'reward': -1, 'action': 2, 'done': False})
(2, {'state': [0, 0, 15, 23, 15, 1, 2, 1, 0, 254], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 15, 23, 15, 1, 2, 2, 0, 278], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [370, 0, 16, 23, 16, 1, 2, 2, 0, 466], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [270, 0, 18, 23, 16, 1, 2, 2, 0, 467], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [715, 0, 20, 23, 16, 1, 2, 2, 2, 632], 'reward': 11350, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 13, 15, 13, 1, 0, 0, 0, 72], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 96], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 190], 'reward': -1, 'action': 2, 'done': False})
(2, {'state': [0, 0, 15, 23, 15, 1, 2, 1, 0, 254], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [430, 0, 15, 23, 15, 1, 2, 2, 0, 471], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [335, 0, 17, 23, 15, 1, 2, 2, 0, 472], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [750, 0, 19, 23, 15, 1, 2, 2, 2, 634], 'reward': 11336, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [5, 0, 13, 15, 13, 1, 0, 0, 0, 74], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 96], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 193], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [585, 0, 15, 23, 15, 1, 2, 1, 0, 472], 'reward': -1, 'action': 3, 'done': False})
(2, {'state': [445, 0, 17, 23, 15, 1, 2, 1, 0, 473], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [350, 0, 17, 23, 15, 1, 2, 1, 0, 474], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [980, 0, 19, 23, 15, 1, 2, 2, 2, 721], 'reward': 10758, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [5, 0, 13, 15, 13, 1, 0, 0, 0, 74], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 96], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 193], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [585, 0, 15, 23, 15, 1, 2, 1, 0, 472], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [495, 0, 17, 23, 15, 1, 2, 1, 0, 473], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [1130, 0, 19, 23, 15, 1, 2, 1, 2, 721], 'reward': 10758, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 13, 15, 13, 1, 0, 0, 0, 72], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 95], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [45, 0, 14, 23, 14, 1, 1, 0, 0, 189], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 14, 23, 14, 1, 1, 0, 0, 190], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 15, 23, 14, 1, 2, 1, 0, 213], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 16, 23, 15, 1, 2, 1, 0, 281], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [360, 0, 16, 23, 16, 1, 2, 2, 0, 462], 'reward': -1, 'action': 3, 'done': False})
(1, {'state': [260, 0, 18, 23, 16, 1, 2, 2, 0, 463], 'reward': -1, 'action': 1, 'done': False})
(3, {'state': [165, 0, 18, 23, 16, 1, 2, 2, 0, 464], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [660, 0, 20, 31, 16, 1, 2, 2, 2, 660], 'reward': 11162, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [5, 0, 13, 15, 13, 1, 0, 0, 0, 74], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 96], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [30, 0, 14, 23, 14, 1, 1, 0, 0, 184], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 14, 23, 14, 1, 1, 0, 0, 193], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [5, 0, 15, 23, 14, 1, 2, 1, 0, 217], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 16, 23, 15, 1, 2, 1, 0, 279], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [360, 0, 16, 23, 16, 1, 2, 2, 0, 461], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [265, 0, 18, 23, 16, 1, 2, 2, 0, 462], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [785, 0, 20, 23, 16, 1, 2, 2, 2, 659], 'reward': 11168, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 13, 15, 13, 1, 0, 0, 0, 72], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 96], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [45, 0, 14, 23, 14, 1, 1, 0, 0, 189], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 14, 23, 14, 1, 1, 0, 0, 190], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 15, 23, 14, 1, 2, 1, 0, 213], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [520, 0, 16, 23, 16, 1, 2, 1, 0, 464], 'reward': -1, 'action': 3, 'done': False})
(2, {'state': [380, 0, 18, 23, 16, 1, 2, 1, 0, 465], 'reward': -1, 'action': 2, 'done': False})
(1, {'state': [285, 0, 18, 23, 16, 1, 2, 1, 0, 466], 'reward': -1, 'action': 1, 'done': False})
(3, {'state': [190, 0, 18, 23, 16, 1, 2, 1, 0, 467], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [810, 0, 20, 31, 16, 1, 2, 2, 2, 713], 'reward': 10810, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [5, 0, 13, 15, 13, 1, 0, 0, 0, 74], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 95], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [30, 0, 14, 23, 14, 1, 1, 0, 0, 184], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 14, 23, 14, 1, 1, 0, 0, 193], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [5, 0, 15, 23, 14, 1, 2, 1, 0, 217], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [520, 0, 16, 23, 16, 1, 2, 1, 0, 461], 'reward': -1, 'action': 3, 'done': False})
(2, {'state': [370, 0, 18, 23, 16, 1, 2, 1, 0, 462], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [270, 0, 18, 23, 16, 1, 2, 1, 0, 463], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [910, 0, 20, 23, 16, 1, 2, 2, 2, 710], 'reward': 10830, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [5, 0, 13, 15, 13, 1, 0, 0, 0, 74], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 95], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [30, 0, 14, 23, 14, 1, 1, 0, 0, 184], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 14, 23, 14, 1, 1, 0, 0, 193], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [5, 0, 15, 23, 14, 1, 2, 1, 0, 217], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [540, 0, 16, 23, 16, 1, 2, 1, 0, 461], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [440, 0, 18, 23, 16, 1, 2, 1, 0, 462], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [1110, 0, 20, 23, 16, 1, 2, 1, 2, 710], 'reward': 10830, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 13, 15, 13, 1, 0, 0, 0, 72], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 95], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [45, 0, 14, 23, 14, 1, 1, 0, 0, 189], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 14, 23, 14, 1, 1, 0, 0, 190], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 15, 1, 2, 1, 0, 259], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 15, 23, 15, 1, 2, 2, 0, 284], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [365, 0, 16, 23, 16, 1, 2, 2, 0, 466], 'reward': -1, 'action': 3, 'done': False})
(1, {'state': [265, 0, 18, 23, 16, 1, 2, 2, 0, 467], 'reward': -1, 'action': 1, 'done': False})
(3, {'state': [165, 0, 18, 23, 16, 1, 2, 2, 0, 468], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [635, 0, 20, 31, 16, 1, 2, 2, 2, 645], 'reward': 11262, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [5, 0, 13, 15, 13, 1, 0, 0, 0, 74], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 96], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [45, 0, 14, 23, 14, 1, 1, 0, 0, 190], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 14, 23, 14, 1, 1, 0, 0, 193], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 2, 1, 0, 255], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 15, 23, 15, 1, 2, 2, 0, 278], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [380, 0, 16, 23, 16, 1, 2, 2, 0, 463], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [290, 0, 18, 23, 16, 1, 2, 2, 0, 464], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [770, 0, 20, 23, 16, 1, 2, 2, 2, 641], 'reward': 11289, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [5, 0, 13, 15, 13, 1, 0, 0, 0, 74], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 96], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [50, 0, 14, 23, 14, 1, 1, 0, 0, 190], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 14, 23, 14, 1, 1, 0, 0, 191], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 2, 1, 0, 255], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [420, 0, 15, 23, 15, 1, 2, 2, 0, 468], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [320, 0, 17, 23, 15, 1, 2, 2, 0, 469], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [725, 0, 19, 23, 15, 1, 2, 2, 2, 630], 'reward': 11363, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 13, 15, 13, 1, 0, 0, 0, 72], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 95], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [30, 0, 14, 23, 14, 1, 1, 0, 0, 184], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 14, 23, 14, 1, 1, 0, 0, 192], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [560, 0, 15, 23, 15, 1, 2, 1, 0, 461], 'reward': -1, 'action': 3, 'done': False})
(2, {'state': [420, 0, 17, 23, 15, 1, 2, 1, 0, 462], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [320, 0, 17, 23, 15, 1, 2, 1, 0, 463], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [935, 0, 19, 23, 15, 1, 2, 2, 2, 710], 'reward': 10830, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 13, 15, 13, 1, 0, 0, 0, 72], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 95], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [45, 0, 14, 23, 14, 1, 1, 0, 0, 189], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 14, 23, 14, 1, 1, 0, 0, 190], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [565, 0, 15, 23, 15, 1, 2, 1, 0, 460], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [465, 0, 17, 23, 15, 1, 2, 1, 0, 461], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [1100, 0, 19, 23, 15, 1, 2, 1, 2, 709], 'reward': 10837, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 13, 15, 13, 1, 0, 0, 0, 72], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 96], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [45, 0, 14, 23, 14, 1, 1, 0, 0, 189], 'reward': -1, 'action': 2, 'done': False})
(2, {'state': [0, 0, 14, 23, 14, 1, 2, 1, 0, 233], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 14, 23, 14, 1, 2, 2, 0, 254], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [5, 0, 15, 23, 14, 1, 2, 2, 0, 281], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [370, 0, 16, 23, 16, 1, 2, 2, 0, 466], 'reward': -1, 'action': 3, 'done': False})
(1, {'state': [270, 0, 18, 23, 16, 1, 2, 2, 0, 467], 'reward': -1, 'action': 1, 'done': False})
